elec_steel_fab,elec_rolling_hss,steel_sheet,elec_steel_rolling,steel_slab_toHSS,elec_EAF,iron_forEAF,elec_DRI,natgas_DRI,elec_BOF,iron_forBOF,elec,coal,"fabrication, hollow section.wf","fabrication, hollow section.elec","fabrication, hollow section.trans_co2","rolling, hollow sections.elec","rolling, hollow sections.heat","rolling, hollow sections.trans_co2","rolling, slab.elec","rolling, slab.heat","steelmaking, electric arc furnace.scrap_pct","steelmaking, electric arc furnace.wf","steelmaking, electric arc furnace.kWh_EAF","steelmaking, electric arc furnace.trans_co2","ironmaking, direct reduction, MIDREX.co2_kg","ironmaking, direct reduction, MIDREX.elec","ironmaking, direct reduction, MIDREX.ng_mj","ironmaking, direct reduction, MIDREX.ore_kg","ironmaking, direct reduction, MIDREX.trans_co2","steelmaking, basic oxygen converter.elec","steelmaking, basic oxygen converter.scrap_pct","steelmaking, basic oxygen converter.wf","steelmaking, basic oxygen converter.co2_kg","ironmaking, blast furnace.elec","ironmaking, blast furnace.co2_kg",coking.co2_kg,sintering.co2_kg,gwp,gwp_be,gep_bu,ap,ep,odp,pocp,gwp_AR5,gwp_EF2,gwp_CML,sim_type
"Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA",Electricity; at grid; consumption mix - South Carolina Electric & Gas Company - BA,"rolling, slab",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - West/Northwest, SUB, Surface",0.04604418521857262,0.18035085203283996,0.0591243678373085,0.30723419316824757,0.6488756749128584,0.010435591377560009,0.032979606366298465,0.9178075963863603,0.9557767517224117,0.0489304781127869,0.6189669866730079,0.009620970557222283,0.51514199399926,0.12059636429501816,10.21368998934554,1.3330797542690282,0.009805597637454288,0.037244071470290685,0.044594955205061716,0.11250540499432952,0.0711155242862285,0.09318834700315275,0.9169071433181016,0.14218434888848047,0.270832511081365,1.0366,0.0,0.0,0.0022159716307171076,0.0001367148998431542,1.2828507536023896e-08,0.05271530698218215,1.0434,1.0607,1.0421,mca
"Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA",Electricity; at grid; consumption mix - South Carolina Electric & Gas Company - BA,"rolling, slab",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - West/Northwest, SUB, Surface",0.05601060748093083,0.19193991922560127,0.053192213296081335,0.22157004172485606,1.051193035121891,0.010019252681322274,0.04435695003003502,0.9833619252779862,0.9323240905459755,0.031211106402292327,0.4512923245100903,0.010459310754840759,0.4930087484608393,0.12163832305854551,10.294755031593091,1.3375333491111492,0.010169766014657052,0.031777929091973314,0.19292667297491117,0.1358091701405289,0.1082739202726876,0.04759661158655196,0.857518678339984,0.12730613192618606,0.34223421112033947,0.9496,0.0,0.0,0.001968203047189267,0.00012572341150047606,1.1430666258417149e-08,0.04799442267348381,0.956,0.9726,0.9548,mca
"Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA",Electricity; at grid; consumption mix - South Carolina Electric & Gas Company - BA,"rolling, slab",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - West/Northwest, SUB, Surface",0.038656849287633785,0.19909194477918618,0.04929775947615476,0.2863966425794867,0.8315118966250958,0.009607181261725977,0.03758809967466706,0.8715362441746283,0.9433180278155999,0.012684541009453914,0.5221311900330455,0.010481550984104696,0.5298104823042874,0.11901520451675972,10.107030912318466,1.3190078135882173,0.00996389806482346,0.022977466760865196,0.04915171164003913,0.060635684315235396,0.06863001918730538,0.08793696850552525,1.0653168415697658,0.11238051200121042,0.43921307345625626,0.9809,0.0,0.0,0.0020644895258515846,0.00012952798039459097,1.2109102517848163e-08,0.04954728953080499,0.9873,1.004,0.9862,mca
"Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA",Electricity; at grid; consumption mix - South Carolina Electric & Gas Company - BA,"rolling, slab",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - West/Northwest, SUB, Surface",0.04327220761116972,0.18598651717754552,0.058491956909253504,0.17690266851463732,0.6814817716521262,0.009813750323074702,0.043930078474000565,0.8059150345305306,0.9678480941274218,0.03235174088525489,0.5000420386365823,0.009706535904412531,0.5064774860054111,0.12507517571490848,10.373949472846336,1.3326759966260955,0.010172837836270099,0.03138384560696099,0.13159590089139922,0.14926855838658498,0.06146663069933045,0.0531679342782317,1.323924037463647,0.1196633580799761,0.2726806235545315,0.8802,0.0,0.0,0.001874031539753928,0.00011723294746502402,1.123973946257803e-08,0.04471360949952428,0.886,0.9008,0.8849,mca
"Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA",Electricity; at grid; consumption mix - South Carolina Electric & Gas Company - BA,"rolling, slab",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - West/Northwest, SUB, Surface",0.06326520762862063,0.1957311940229228,0.057537720499530015,0.1424346804120382,1.0358642090708956,0.010385781412873399,0.03751671496537773,0.772444645648771,0.9318744098871004,0.03000527051410859,0.3849708188463781,0.009611838577642029,0.5134686052999274,0.12483788416894491,10.287281809899767,1.3127287032450634,0.010468475326629208,0.03770579368690368,0.1734863495883701,0.056925698176921585,0.07903941707042891,0.03596110820566274,1.2511437749332759,0.1052815487057114,0.32312274790416917,0.8536,0.0,0.0,0.0017489009766226303,0.00011354474887280929,1.0402285868573797e-08,0.042845427070077303,0.8593,0.8742,0.8583,mca
"Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA",Electricity; at grid; consumption mix - South Carolina Electric & Gas Company - BA,"rolling, slab",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - West/Northwest, SUB, Surface",0.04390115639290259,0.18817510027496867,0.05318049853323465,0.1134248940013208,0.7855461306489562,0.009878097182891878,0.034158845650994384,0.7887628401914306,0.9330595038703364,0.01951894400614453,0.42287123681506517,0.00984544584129116,0.49618996809207494,0.12150119648285648,9.928232235567272,1.3304438104840315,0.010217475730278307,0.03527452284097241,0.03415364505389442,0.14839664980457873,0.07803866573145665,0.07151519175809559,1.0886386919538174,0.13901351451959137,0.50416335127217,0.8178,0.0,0.0,0.0017169876919830016,0.0001106450286868205,1.0236970605014628e-08,0.04175497278825211,0.8233,0.8375,0.8223,mca
"Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA",Electricity; at grid; consumption mix - South Carolina Electric & Gas Company - BA,"rolling, slab",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - West/Northwest, SUB, Surface",0.06295873952748654,0.2121905266421723,0.059424088993841134,0.16687873213595822,0.7778995671554563,0.00973840523265465,0.03928836530450844,0.7850248912562712,0.9803450547588531,0.03960722399084029,0.4741269380628609,0.01045213731580133,0.49893905577533726,0.12075681727498572,9.425275045949416,1.3160324166178026,0.010453851883700998,0.029889229460289296,0.2368187205432026,0.0573511586286968,0.08202565632813802,0.04949895800957167,0.9599262014246682,0.13331660359745498,0.23165958359190625,0.8802,0.0,0.0,0.0018595677509606191,0.00011659409015107793,1.122657917966379e-08,0.04448612678051441,0.886,0.9009,0.8849,mca
"Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA",Electricity; at grid; consumption mix - South Carolina Electric & Gas Company - BA,"rolling, slab",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - West/Northwest, SUB, Surface",0.06321189147018016,0.1932093134916414,0.05034250075045472,0.20768827812404578,0.622350944280861,0.010156363114563489,0.03911692118694067,0.8526299875603948,0.9414079311626502,0.02282172941610433,0.48412828432337274,0.010188588478000742,0.4922527893338941,0.12058623712056825,9.431823491158907,1.2571451118048085,0.009918591542639094,0.045970256258416844,0.11695812425516046,0.14536452502534122,0.08637081104899946,0.07587516374014833,1.1296958422819223,0.09599097456958794,0.3208157307297268,0.9122,0.0,0.0,0.001931864426080017,0.00012198956879110707,1.1553859714490132e-08,0.04628145726381011,0.9182,0.9336,0.9171,mca
"Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA",Electricity; at grid; consumption mix - South Carolina Electric & Gas Company - BA,"rolling, slab",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - West/Northwest, SUB, Surface",0.053676050046571354,0.17042689251138243,0.04720209531769099,0.2943595293404648,0.634193164118199,0.010483486632192335,0.03483235333083836,0.9012579329561351,0.9174891236075323,0.04488144505010194,0.4842089134996419,0.009701534914213826,0.5015866937257722,0.11737029199579486,9.533213964993699,1.3503986024591916,0.010050373915581726,0.02381385213120292,0.18264179868126434,0.09406940316419762,0.06862756529923751,0.05712550788369969,1.1574707087906548,0.12411994971515695,0.48729901992177965,0.9584,0.0,0.0,0.0020040941461150785,0.00012735454827159684,1.188126422424066e-08,0.04813480096270363,0.9646,0.9808,0.9635,mca
